Make,Title_URL,Sale_Type,Price,Model,Additional_Comments,Year,Car_Type,Mileage,Engine_Size,Engine_Type,Transmission,Dealership_Location,Prior_Owners
Alfa Romeo MiTo,https://www.autotrader.co.uk/car-details/202402136517947?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=16&postcode=WR3%207AE&fromsra,Unknown,7295.0,1.4 TB MultiAir Quadrifoglio Verde TCT Euro 6 (s/s) 3dr,"SAT NAV, HISTORY, AUTO",2015.0,Hatchback,,1.4L,170BHP,Automatic,Petrol,
Alfa Romeo Brera,https://www.autotrader.co.uk/car-details/202402287037071?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=16&postcode=WR3%207AE&fromsra,Unknown,10995.0,3.2 JTS V6 SV Q4 3dr,RECOMISSIONED IN 2020!,2006.0,Coupe,,3.2L,260BHP,Manual,Petrol,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202402287037684?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=16&postcode=WR3%207AE&fromsra,Unknown,6490.0,2.0 JTDM-2 QV Line TCT Euro 6 (s/s) 5dr,+ FULL SERVICE HISTORY+2KEYS,2015.0,Hatchback,,2.0L,175BHP,Automatic,Diesel,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202311274337751?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=16&postcode=WR3%207AE&fromsra,Unknown,5495.0,2.0 JTDM-2 Sportiva Nav Euro 5 (s/s) 5dr,£20 P.A. ROAD TAX!,2014.0,Hatchback,,2.0L,152PS,Manual,Diesel,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202312225000769?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=16&postcode=WR3%207AE&fromsra,Unknown,4999.0,1.4 TB MultiAir Lusso Euro 5 (s/s) 5dr,/// FULL SERVICE HISTORY ///,2012.0,Hatchback,,1.4L,172PS,Manual,Petrol,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202310243300325?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=16&postcode=WR3%207AE&fromsra,Unknown,4995.0,1.4 TB MultiAir Collezione Euro 5 (s/s) 5dr,Finance Available,2014.0,Hatchback,,1.4L,172PS,Manual,Petrol,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202403057235741?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=16&postcode=WR3%207AE&fromsra,Unknown,5890.0,1.4 TB MultiAir Sportiva Nav Euro 6 (s/s) 5dr,Unknown,2014.0,Hatchback,,1.4L,172PS,Manual,Petrol,
Alfa Romeo MiTo,https://www.autotrader.co.uk/car-details/202312275072322?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=16&postcode=WR3%207AE&fromsra,Unknown,3300.0,1.6 JTDM-2 Distinctive Euro 5 (s/s) 3dr,Low Mileage*Great fuel economy,2013.0,Hatchback,,1.6L,122PS,Manual,Diesel,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202402016123713?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=16&postcode=WR3%207AE&fromsra,Unknown,3490.0,1.4 TB Lusso Euro 5 (s/s) 5dr,FULL SERVICE HISTORY,2013.0,Hatchback,,1.4L,122PS,Manual,Petrol,
Alfa Romeo GT,https://www.autotrader.co.uk/car-details/202401105425514?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=16&postcode=WR3%207AE&fromsra,Unknown,3995.0,1.9 JTDM 16V BlackLine 2dr,"FSH, MAY MOT,GREAT LOOKING CAR",2007.0,Coupe,,1.9L,150BHP,Manual,Diesel,
Alfa Romeo Stelvio,https://www.autotrader.co.uk/car-details/202311204113598?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=16&postcode=WR3%207AE&fromsra,Unknown,22495.0,2.0T Milano Edizione Auto Q4 AWD Euro 6 (s/s) 5dr,SVC HISTORY PARKING SENSORS,2020.0,SUV,,2.0L,280PS,Automatic,Petrol,
,https://www.autotrader.co.uk/cars/leasing/product/202312124750798?leaseOption=12_48_5000&advertising-location=at_cars&make=Alfa%20Romeo&page=16&postcode=WR3%207AE&sort=relevance&fromsra,Unknown,773.0,2.0T Tributo Italiano Auto Q4 AWD Euro 6 (s/s) 5dr,Subject to status and conditions.,,Unknown,,Unknown,Unknown,,Unknown,
Alfa Romeo Brera,https://www.autotrader.co.uk/car-details/202311184076136?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=17&postcode=WR3%207AE&fromsra,Unknown,11995.0,2.2 JTS S 3dr,SPECIAL EDITION PRODRIVE S,2008.0,Coupe,,2.2L,185BHP,Manual,Petrol,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202311133904825?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=17&postcode=WR3%207AE&fromsra,Unknown,7100.0,1.4 TB MultiAir Collezione Euro 5 (s/s) 5dr,2 KEYS-S/HISTORY-LOW MILES,2013.0,Hatchback,,1.4L,172PS,Manual,Petrol,
Alfa Romeo MiTo,https://www.autotrader.co.uk/car-details/202401085350730?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=17&postcode=WR3%207AE&fromsra,Unknown,4795.0,875 TB TwinAir Progression Euro 6 (s/s) 3dr 0.9,"FINANCE AVAILABLE, P/X WELCOME",2015.0,Hatchback,,0.9L,105PS,Manual,Petrol,
Alfa Romeo MiTo,https://www.autotrader.co.uk/car-details/202402276991036?sort=relevance&twcs=true&advertising-location=at_cars&make=Alfa%20Romeo&page=17&postcode=WR3%207AE&fromsra,Unknown,2950.0,1.6 JTDM-2 Distinctive Euro 5 (s/s) 3dr,WELL MAINTAINED EXAMPLE,2012.0,Hatchback,,1.6L,122PS,Manual,Diesel,
Alfa Romeo MiTo,https://www.autotrader.co.uk/car-details/202402036208556?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=17&postcode=WR3%207AE&fromsra,Unknown,3750.0,875 TB TwinAir Sportiva Euro 6 (s/s) 3dr 0.9,ULEZ FREE+1KEEPER+ZERO TAX+FSH,2014.0,Hatchback,,0.9L,105PS,Manual,Petrol,1.0
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202402276982509?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=17&postcode=WR3%207AE&fromsra,Unknown,4190.0,1.4 TB MultiAir Veloce Euro 5 (s/s) 5dr,VELOCE + CAMBELT + 1 YR MOT,2011.0,Hatchback,,1.4L,172PS,Manual,Petrol,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202401165591553?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=17&postcode=WR3%207AE&fromsra,Unknown,3690.0,1.6 JTDM-2 Collezione Euro 5 (s/s) 5dr,"PSH, 64.2 MPG! £35 ROAD TAX",2014.0,Hatchback,,1.6L,106PS,Manual,Diesel,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202402276986830?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=17&postcode=WR3%207AE&fromsra,Unknown,3495.0,1.6 JTDM-2 Turismo Euro 5 (s/s) 5dr,FSH Low Milage Tbelt done,2011.0,Hatchback,,1.6L,106PS,Manual,Diesel,
Alfa Romeo MiTo,https://www.autotrader.co.uk/car-details/202402146559535?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=17&postcode=WR3%207AE&fromsra,Unknown,6500.0,1.4 TB MultiAir Distinctive TCT Euro 6 (s/s) 3dr,FRESH IN STOCK - NEW ARRIVAL,2014.0,Hatchback,,1.4L,140PS,Automatic,Petrol,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202402126505319?sort=relevance&twcs=true&advertising-location=at_cars&make=Alfa%20Romeo&page=17&postcode=WR3%207AE&fromsra,Unknown,8249.0,1.4 TB MultiAir Sportiva TCT Euro 5 (s/s) 5dr,FSH+2KEYS+FINANCE AVAILABLE,2013.0,Hatchback,,1.4L,172PS,Automatic,Petrol,
Alfa Romeo Stelvio,https://www.autotrader.co.uk/car-details/202311204113598?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=17&postcode=WR3%207AE&fromsra,Unknown,22495.0,2.0T Milano Edizione Auto Q4 AWD Euro 6 (s/s) 5dr,SVC HISTORY PARKING SENSORS,2020.0,SUV,,2.0L,280PS,Automatic,Petrol,
,https://www.autotrader.co.uk/cars/leasing/product/202307189780386?leaseOption=12_48_5000&advertising-location=at_cars&make=Alfa%20Romeo&page=17&postcode=WR3%207AE&sort=relevance&fromsra,Unknown,1077.0,2.9 V6 Bi-Turbo Quadrifoglio Auto Euro 6 (s/s) 4dr,Subject to status and conditions.,,Unknown,,Unknown,Unknown,,Unknown,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202312124751056?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=18&postcode=WR3%207AE&fromsra,Unknown,3250.0,1.4 TB Veloce Euro 5 (s/s) 5dr,2 OWNER/ MINT/ NEW TIMING BELT,2011.0,Hatchback,,1.4L,122PS,Manual,Petrol,
Alfa Romeo Spider,https://www.autotrader.co.uk/car-details/202403067288474?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=18&postcode=WR3%207AE&fromsra,Unknown,17500.0,1.8 TBi 1750 2dr,IF CARLSBERG BUILT ALFA ROMEOS,2010.0,Convertible,,1.8L,250BHP,Manual,Petrol,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202312104707972?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=18&postcode=WR3%207AE&fromsra,Unknown,3550.0,1.6 JTDM-2 Veloce Euro 5 (s/s) 5dr,Unknown,2011.0,Hatchback,,1.6L,106PS,Manual,Diesel,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202402236878218?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=18&postcode=WR3%207AE&fromsra,Unknown,3390.0,1.4 TB MultiAir Veloce Euro 5 (s/s) 5dr,Ulez-warranty-delivery,2010.0,Hatchback,,1.4L,172PS,Manual,Petrol,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202308221092621?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=18&postcode=WR3%207AE&fromsra,Unknown,2750.0,2.0 JTDM-2 Veloce Euro 5 (s/s) 5dr,2 former keeper,2011.0,Hatchback,,2.0L,142PS,Manual,Diesel,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202402196725434?sort=relevance&twcs=true&advertising-location=at_cars&make=Alfa%20Romeo&page=18&postcode=WR3%207AE&fromsra,Unknown,8000.0,2.0 JTDM-2 Exclusive Euro 5 (s/s) 5dr,"Half Leather, Low Mileage",2015.0,Hatchback,,2.0L,152PS,Manual,Diesel,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202310062721075?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=18&postcode=WR3%207AE&fromsra,Unknown,6495.0,1750 TBi Cloverleaf Euro 5 5dr 1.8,Full Service History - Superb,2011.0,Hatchback,,1.75L,238PS,Manual,Petrol,
Alfa Romeo Spider,https://www.autotrader.co.uk/car-details/202403047194328?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=18&postcode=WR3%207AE&fromsra,Unknown,5500.0,2.4 JTDM 2dr,Unknown,2008.0,Convertible,,2.4L,200BHP,Automatic,Diesel,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202401265942104?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=18&postcode=WR3%207AE&fromsra,Unknown,5293.0,1750 TBi Cloverleaf Euro 5 5dr 1.7,FSH+RED LEATHER+LONG MOT,2013.0,Hatchback,,1.7L,238PS,Manual,Petrol,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202402096412082?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=18&postcode=WR3%207AE&fromsra,Unknown,2790.0,1.6 JTDM-2 Lusso Euro 5 (s/s) 5dr,FRESH SERVICE,2010.0,Hatchback,,1.6L,106PS,Manual,Diesel,
Alfa Romeo Stelvio,https://www.autotrader.co.uk/car-details/202403057241897?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=18&postcode=WR3%207AE&fromsra,Unknown,19990.0,2.2 TD Milano Edizione Auto Q4 AWD Euro 6 (s/s) 5dr,CLICK & COLLECT/HOME DELIVERY,2018.0,SUV,,2.2L,208BHP,Automatic,Diesel,
,https://www.autotrader.co.uk/cars/leasing/product/202307189780389?leaseOption=12_48_5000&advertising-location=at_cars&make=Alfa%20Romeo&page=18&postcode=WR3%207AE&sort=relevance&fromsra,Unknown,1089.0,2.9 V6 Bi-Turbo Quadrifoglio 100 Anniversario Auto Euro 6 (s/s) 4dr,Subject to status and conditions.,,Unknown,,Unknown,Unknown,,Unknown,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202402226831889?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=19&postcode=WR3%207AE&fromsra,Unknown,5250.0,1750 TBi Cloverleaf Euro 5 5dr 1.7,"S/H, H/Leather,Warranty inc",2011.0,Hatchback,,1.7L,238PS,Manual,Petrol,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202312044531893?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=19&postcode=WR3%207AE&fromsra,Unknown,2295.0,2.0 JTDM-2 Veloce Euro 5 (s/s) 5dr,NEW CAMBELT/WATER PUMP FITTED,2011.0,Hatchback,,2.0L,172PS,Manual,Diesel,
Alfa Romeo MiTo,https://www.autotrader.co.uk/car-details/202402196731775?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=19&postcode=WR3%207AE&fromsra,Unknown,3885.0,1.4 TB Veloce Euro 4 3dr,2ND OWNER | FSH | NEW CLUTCH,2009.0,Hatchback,,1.4L,122PS,Manual,Petrol,
Alfa Romeo 159 Sportwagon,https://www.autotrader.co.uk/car-details/202401035226024?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=19&postcode=WR3%207AE&fromsra,Unknown,3650.0,2.0 JTDM 16V Turismo Sport 5dr,"FSH, cruise, towbar, cambelt",2010.0,Estate,,2.0L,170BHP,Manual,Diesel,
Alfa Romeo MiTo,https://www.autotrader.co.uk/car-details/202403077306361?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=19&postcode=WR3%207AE&fromsra,Unknown,2650.0,1.4 16V Lusso Euro 5 3dr,FSH - 12 Months MOT,2009.0,Hatchback,,1.4L,96PS,Manual,Petrol,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202312214976772?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=19&postcode=WR3%207AE&fromsra,Unknown,4695.0,2.0 JTDM-2 Exclusive Euro 6 (s/s) 5dr,3 MONTHS WARRANTY,2015.0,Hatchback,,2.0L,152PS,Manual,Diesel,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202311063693482?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=19&postcode=WR3%207AE&fromsra,Unknown,5490.0,1.6 JTDM-2 Sportiva Euro 5 (s/s) 5dr,RED LEATHER INTERIOR,2013.0,Hatchback,,1.6L,106PS,Manual,Diesel,
Alfa Romeo Giulia,https://www.autotrader.co.uk/car-details/202306248895540?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=19&postcode=WR3%207AE&fromsra,Unknown,8300.0,2.0T Giulia Auto Euro 6 (s/s) 4dr,Unknown,2017.0,Saloon,,2.0L,200PS,Automatic,Petrol,
Alfa Romeo MiTo,https://www.autotrader.co.uk/car-details/202402276988743?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=19&postcode=WR3%207AE&fromsra,Unknown,2295.0,1.4 16V Veloce Euro 5 3dr,2 KEYS RELIABLE GREAT RUNNER,2009.0,Hatchback,,1.4L,96PS,Manual,Petrol,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202305026927465?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=19&postcode=WR3%207AE&fromsra,Unknown,6490.0,2.0 JTDM-2 Sportiva Euro 5 (s/s) 5dr,FSH+RED LEATHER+CAMBELT KIT,2013.0,Hatchback,,2.0L,142PS,Manual,Diesel,
Alfa Romeo Stelvio,https://www.autotrader.co.uk/car-details/202311093801286?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=19&postcode=WR3%207AE&fromsra,Unknown,18900.0,2.0T Milano Edizione Auto Q4 AWD Euro 6 (s/s) 5dr,"Sports Pack,Full Leather",2018.0,SUV,,2.0L,276BHP,Automatic,Petrol,
,https://www.autotrader.co.uk/cars/leasing/product/202307189780403?leaseOption=12_48_8000&advertising-location=at_cars&make=Alfa%20Romeo&page=19&postcode=WR3%207AE&sort=relevance&fromsra,Unknown,1251.0,2.9 V6 Bi-Turbo Quadrifoglio Auto Q4 AWD Euro 6 (s/s) 5dr,Subject to status and conditions.,,Unknown,,Unknown,Unknown,,Unknown,
Alfa Romeo MiTo,https://www.autotrader.co.uk/car-details/202401045249907?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=20&postcode=WR3%207AE&fromsra,Unknown,2275.0,1.4 TB MultiAir Cloverleaf Euro 5 (s/s) 3dr,Unknown,2010.0,Hatchback,,1.4L,172PS,Manual,Petrol,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202402086361917?sort=relevance&twcs=true&advertising-location=at_cars&make=Alfa%20Romeo&page=20&postcode=WR3%207AE&fromsra,Unknown,2695.0,1.4 TB Lusso Euro 5 (s/s) 5dr,DELIVERY/WARRANTY/FINANCE,2010.0,Hatchback,,1.4L,122PS,Manual,Petrol,
Alfa Romeo MiTo,https://www.autotrader.co.uk/car-details/202401265936872?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=20&postcode=WR3%207AE&fromsra,Unknown,5995.0,875 TB TwinAir Euro 6 (s/s) 3dr 0.9,£0 P.A. ROAD TAX!,2016.0,Hatchback,,0.88L,105PS,Manual,Petrol,
Alfa Romeo 159 Sportwagon,https://www.autotrader.co.uk/car-details/202401185664141?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=20&postcode=WR3%207AE&fromsra,Unknown,2350.0,1.9 JTDM 16V Lusso 5dr,Unknown,2007.0,Estate,,1.9L,150BHP,Manual,Diesel,1.0
Alfa Romeo GT,https://www.autotrader.co.uk/car-details/202403017119711?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=20&postcode=WR3%207AE&fromsra,Unknown,1250.0,1.9 JTDM 16V BlackLine 2dr,ABSOLUTE BARGAIN,2008.0,Coupe,,1.9L,150BHP,Manual,Diesel,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202401185664791?sort=relevance&twcs=true&advertising-location=at_cars&make=Alfa%20Romeo&page=20&postcode=WR3%207AE&fromsra,Unknown,5795.0,1.4 TB MultiAir Veloce Euro 5 (s/s) 5dr,ULEZ FREE✅️P/ROOF✅️WARRANTY ✅️,2012.0,Hatchback,,1.4L,170BHP,Manual,Petrol,
Alfa Romeo MiTo,https://www.autotrader.co.uk/car-details/202402146549799?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=20&postcode=WR3%207AE&fromsra,Unknown,5200.0,1.4 TB MultiAir Quadrifoglio Verde Euro 5 (s/s) 3dr,LOW INSURANCE/LOW MILEAGE,2011.0,Hatchback,,1.4L,172PS,Manual,Petrol,
Alfa Romeo MiTo,https://www.autotrader.co.uk/car-details/202401185682373?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=20&postcode=WR3%207AE&fromsra,Unknown,4798.0,1.4 TB MultiAir Distinctive Euro 5 (s/s) 3dr,Just arrived,2012.0,Hatchback,,1.4L,137PS,Manual,Petrol,
Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202401195713347?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=20&postcode=WR3%207AE&fromsra,Unknown,2650.0,2.0 JTDM-2 Veloce Euro 5 (s/s) 5dr,MOT will be done before sale!,2012.0,Hatchback,,2.0L,172PS,Manual,Diesel,
Alfa Romeo Stelvio,https://www.autotrader.co.uk/car-details/202402086362869?sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=20&postcode=WR3%207AE&fromsra,Unknown,16450.0,2.2 TD Speciale Auto Q4 AWD Euro 6 (s/s) 5dr,1 OWNER+JUST SERVICED AT ALFA,2018.0,SUV,,2.2L,209PS,Automatic,Diesel,1.0
Alfa Romeo Stelvio,https://www.autotrader.co.uk/car-details/202402156599550?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Alfa%20Romeo&page=20&postcode=WR3%207AE&fromsra,Unknown,33300.0,2.9 V6 Bi-Turbo Quadrifoglio Auto Q4 AWD Euro 6 (s/s) 5dr,"Part Leather,Android Auto",2019.0,SUV,,2.9L,503BHP,Automatic,Petrol,1.0
Land Rover Range Rover Evoque,https://www.autotrader.co.uk/car-details/202403077306555?journey=FEATURED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=2&postcode=WR3%207AE&fromsra,Unknown,33495.0,2.0 P250 MHEV R-Dynamic SE Auto 4WD Euro 6 (s/s) 5dr,Unknown,2020.0,SUV,,2.0L,246BHP,Automatic,Petrol,1.0
Land Rover Freelander 2,https://www.autotrader.co.uk/car-details/202401316066339?sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=2&postcode=WR3%207AE&fromsra,Unknown,2489.0,2.2 TD4 GS 4WD Euro 4 5dr,LONG MOT- HPI CLEAR,2007.0,SUV,,2.2L,160PS,Manual,Diesel,
Land Rover Range Rover,https://www.autotrader.co.uk/car-details/202402287028492?sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=2&postcode=WR3%207AE&fromsra,Unknown,2195.0,3.6 TD V8 Vogue 5dr,Unknown,2008.0,SUV,,3.6L,272BHP,Automatic,Diesel,
Land Rover Freelander 2,https://www.autotrader.co.uk/car-details/202402156607129?sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=2&postcode=WR3%207AE&fromsra,Unknown,3299.0,2.2 TD4e GS 4WD Euro 4 (s/s) 5dr,FREE DELIVERY/SERVICED/STUNING,2009.0,SUV,,2.2L,160PS,Manual,Diesel,
Land Rover Range Rover,https://www.autotrader.co.uk/car-details/202403077306664?sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=2&postcode=WR3%207AE&fromsra,Unknown,500.0,4.6 V8 Limited Edition 5dr,non runner keys lost. V5 here,1998.0,SUV,,4.6L,225BHP,Automatic,Petrol,
Land Rover Freelander 2,https://www.autotrader.co.uk/car-details/202401215761998?sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=2&postcode=WR3%207AE&fromsra,Unknown,4989.0,2.2 TD4 HSE Auto 4WD Euro 4 5dr,FULL MOT- AUTO- LEATHER FSH,2007.0,SUV,,2.2L,160PS,Automatic,Diesel,
Land Rover Freelander 2,https://www.autotrader.co.uk/car-details/202401296027554?sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=2&postcode=WR3%207AE&fromsra,Unknown,4989.0,2.2 TD4 HST Auto 4WD Euro 4 5dr,FULL MOT- LEATHER- HPI CLEAR,2008.0,SUV,,2.2L,160PS,Automatic,Diesel,
Land Rover Discovery 3,https://www.autotrader.co.uk/car-details/202401035206093?sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=2&postcode=WR3%207AE&fromsra,Unknown,1000.0,2.7 TD V6 5dr (5 Seats),PX|SPARES OR REPAIRS,2006.0,SUV,,2.7L,190BHP,Manual,Diesel,
Land Rover Range Rover Sport,https://www.autotrader.co.uk/car-details/202401296028040?sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=2&postcode=WR3%207AE&fromsra,Unknown,3000.0,3.6 TD V8 HSE 5dr,NATIONWIDE DELIVERY OPEN 7DAYS,2007.0,SUV,,3.6L,272BHP,Automatic,Diesel,
Land Rover Freelander 2,https://www.autotrader.co.uk/car-details/202402226852408?sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=2&postcode=WR3%207AE&fromsra,Unknown,1995.0,2.2 TD4 HSE Auto 4WD Euro 4 5dr,"READ AD,FULL SERVICE HISTORY",2008.0,SUV,,2.2L,160PS,Automatic,Diesel,
Land Rover Range Rover Evoque,https://www.autotrader.co.uk/car-details/202403067270211?sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=2&postcode=WR3%207AE&fromsra,Unknown,11598.0,2.0 eD4 SE Tech FWD Euro 6 (s/s) 5dr,Unknown,2017.0,SUV,,2.0L,148BHP,Manual,Diesel,
Land Rover Range Rover Sport,https://www.autotrader.co.uk/car-details/202402297072185?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=2&postcode=WR3%207AE&fromsra,Unknown,25995.0,2.0 Si4 GPF HSE Auto 4WD Euro 6 (s/s) 5dr,SVC HISTORY REVERSE CAMERA,2019.0,SUV,,2.0L,300PS,Automatic,Petrol,1.0
Land Rover Range Rover Evoque,https://www.autotrader.co.uk/car-details/202403077306555?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=2&postcode=WR3%207AE&fromsra,Unknown,33495.0,2.0 P250 MHEV R-Dynamic SE Auto 4WD Euro 6 (s/s) 5dr,Unknown,2020.0,SUV,,2.0L,246BHP,Automatic,Petrol,1.0
,https://www.autotrader.co.uk/cars/leasing/product/202307270116022?leaseOption=12_48_5000&advertising-location=at_cars&make=Land%20Rover&page=2&postcode=WR3%207AE&fromsra,Unknown,474.0,2.0 D165 MHEV S Auto 4WD Euro 6 (s/s) 5dr,Subject to status and conditions.,,Unknown,,Unknown,Unknown,,Unknown,
Land Rover Range Rover Evoque,https://www.autotrader.co.uk/car-details/202402156586526?journey=FEATURED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=3&postcode=WR3%207AE&fromsra,Unknown,29480.0,2.0 D165 MHEV SE Auto 4WD Euro 6 (s/s) 5dr,PAN ROOF | TOW-BAR |TOW ASSIST,2021.0,SUV,,2.0L,161BHP,Automatic,Diesel,1.0
Land Rover Range Rover Sport,https://www.autotrader.co.uk/car-details/202402066305266?sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=3&postcode=WR3%207AE&fromsra,Unknown,2990.0,2.7 TD V6 HSE 5dr,LONG MOT + LEATHERS + SUNROOF,2005.0,SUV,,2.7L,187BHP,Automatic,Diesel,
Land Rover Freelander 2,https://www.autotrader.co.uk/car-details/202403017109497?sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=3&postcode=WR3%207AE&fromsra,Unknown,1995.0,2.2 TD4 SE 4WD Euro 4 5dr,PANORAMIC SUNROOF HEATED SEATS,2007.0,SUV,,2.2L,160PS,Manual,Diesel,
Land Rover Range Rover Sport,https://www.autotrader.co.uk/car-details/202402146560079?sort=relevance&advertising-location=at_cars&make=Land%20Rover&page=3&postcode=WR3%207AE&fromsra,Unknown,1999.0,2.7 TD V6 S 5dr,Bargain buy ✅,2006.0,SUV,,2.7L,187BHP,Automatic,Diesel,
